electkwh,heatingkwh,hotwaterkwh,PV_generation,Temperature,month,day,hour
0.128,0.0,0.0,3.0749999999999997,0.0,8,17,9
0.125,0.0,0.0,3.436,0.0,8,17,10
0.322,0.0,0.0,4.8469999999999995,0.0,8,17,11
0.278,0.0,0.0,5.24,0.0,8,17,12
0.105,0.0,0.0,3.8380000000000005,0.0,8,17,13
0.10400000000000001,0.0,0.0,1.892,0.0,8,17,14
1.095,0.0,0.0,1.877,0.0,8,17,15
0.176,0.0,0.0,1.125,0.0,8,17,16
0.27,0.0,0.0,0.508,0.0,8,17,17
0.314,0.0,0.0,0.135,0.0,8,17,18
0.302,0.0,0.0,0.002,0.0,8,17,19
0.34299999999999997,0.0,0.0,0.0,0.0,8,17,20
0.32,0.0,0.0,0.0,0.0,8,17,21
0.328,0.0,0.0,0.0,0.0,8,17,22
0.381,0.0,0.0,0.0,0.0,8,17,23
0.407,0.0,0.0,0.0,0.0,8,18,0
0.414,0.0,0.0,0.0,0.0,8,18,1
0.411,0.0,0.0,0.0,0.0,8,18,2
0.40900000000000003,0.0,0.0,0.0,0.0,8,18,3
0.40299999999999997,0.0,0.0,0.0,0.0,8,18,4
0.17700000000000002,0.0,0.0,0.017,0.0,8,18,5
0.172,0.0,0.0,0.191,0.0,8,18,6
0.189,0.0,0.0,0.43299999999999994,0.0,8,18,7
0.144,0.0,0.0,0.8840000000000001,0.0,8,18,8
0.14200000000000002,0.0,0.0,0.997,0.0,8,18,9
0.368,0.0,0.0,1.048,0.0,8,18,10
1.274,0.0,0.0,1.023,0.0,8,18,11
0.371,0.0,0.0,1.475,0.0,8,18,12
0.37700000000000006,0.0,0.0,3.573,0.0,8,18,13
0.40800000000000003,0.0,0.0,2.336,0.0,8,18,14
0.269,0.0,0.0,3.3789999999999996,0.0,8,18,15
0.383,0.0,0.0,2.375,0.0,8,18,16
0.281,0.0,0.0,0.992,0.0,8,18,17
0.28400000000000003,0.0,0.0,0.30800000000000005,0.0,8,18,18
0.31199999999999994,0.0,0.0,0.01,0.0,8,18,19
0.385,0.0,0.0,0.0,0.0,8,18,20
0.409,0.0,0.0,0.0,0.0,8,18,21
0.386,0.0,0.0,0.0,0.0,8,18,22
0.404,0.0,0.0,0.0,0.0,8,18,23
0.41400000000000003,0.0,0.0,0.0,0.0,8,19,0
0.41500000000000004,0.0,0.0,0.0,0.0,8,19,1
0.41500000000000004,0.0,0.0,0.0,0.0,8,19,2
0.413,0.0,0.0,0.0,0.0,8,19,3
0.411,0.0,0.0,0.0,0.0,8,19,4
0.361,0.0,0.0,0.058,0.0,8,19,5
0.304,0.0,0.0,0.213,0.0,8,19,6
0.229,0.0,0.0,0.5429999999999999,0.0,8,19,7
1.026,0.0,0.0,1.5939999999999999,0.0,8,19,8
0.088,0.0,0.0,2.519,0.0,8,19,9
0.45200000000000007,0.0,0.0,1.5950000000000002,0.0,8,19,10
0.16899999999999998,0.0,0.0,4.021000000000001,0.0,8,19,11
0.10400000000000001,0.0,0.0,2.646,0.0,8,19,12
0.184,0.0,0.0,2.674,0.0,8,19,13
0.26,0.0,0.0,3.078,0.0,8,19,14
0.29500000000000004,0.0,0.0,2.353,0.0,8,19,15
0.308,0.0,0.0,1.1680000000000001,0.0,8,19,16
0.452,0.0,0.0,0.9429999999999998,0.0,8,19,17
0.366,0.0,0.0,0.376,0.0,8,19,18
0.368,0.0,0.0,0.009,0.0,8,19,19
0.373,0.0,0.0,0.0,0.0,8,19,20
0.344,0.0,0.0,0.0,0.0,8,19,21
0.38999999999999996,0.0,0.0,0.0,0.0,8,19,22
0.40700000000000003,0.0,0.0,0.0,0.0,8,19,23
0.37,0.0,0.0,0.0,0.0,8,20,0
0.373,0.0,0.0,0.0,0.0,8,20,1
0.392,0.0,0.0,0.0,0.0,8,20,2
0.41200000000000003,0.0,0.0,0.0,0.0,8,20,3
0.38,0.0,0.0,0.0,0.0,8,20,4
0.32899999999999996,0.0,0.0,0.007,0.0,8,20,5
0.17,0.0,0.0,0.12,0.0,8,20,6
0.162,0.0,0.0,0.21600000000000003,0.0,8,20,7
1.333,0.0,0.0,1.1589999999999998,0.0,8,20,8
0.136,0.0,0.0,2.4349999999999996,0.0,8,20,9
0.261,0.0,0.0,3.1159999999999997,0.0,8,20,10
0.248,0.0,0.0,6.614000000000001,0.0,8,20,11
0.10300000000000001,0.0,0.0,5.672000000000001,0.0,8,20,12
0.28800000000000003,0.0,0.0,4.641,0.0,8,20,13
0.34400000000000003,0.0,0.0,3.2269999999999994,0.0,8,20,14
0.24,0.0,0.0,4.225,0.0,8,20,15
0.342,0.0,0.0,2.144,0.0,8,20,16
0.268,0.0,0.0,1.383,0.0,8,20,17
1.3169999999999997,0.0,0.0,0.348,0.0,8,20,18
0.239,0.0,0.0,0.011,0.0,8,20,19
0.33599999999999997,0.0,0.0,0.0,0.0,8,20,20
0.31200000000000006,0.0,0.0,0.0,0.0,8,20,21
0.35,0.0,0.0,0.0,0.0,8,20,22
0.357,0.0,0.0,0.0,0.0,8,20,23
0.362,0.0,0.0,0.0,0.0,8,21,0
0.364,0.0,0.0,0.0,0.0,8,21,1
0.383,0.0,0.0,0.0,0.0,8,21,2
0.406,0.0,0.0,0.0,0.0,8,21,3
0.40700000000000003,0.0,0.0,0.0,0.0,8,21,4
0.416,0.0,0.0,0.079,0.0,8,21,5
0.637,0.0,0.0,0.719,0.0,8,21,6
0.619,0.0,0.0,2.222,0.0,8,21,7
0.561,0.0,0.0,3.471,0.0,8,21,8
0.55,0.0,0.0,5.442,0.0,8,21,9
0.12000000000000001,0.0,0.0,5.047,0.0,8,21,10
0.402,0.0,0.0,5.954000000000001,0.0,8,21,11
0.193,0.0,0.0,6.076,0.0,8,21,12
0.064,0.0,0.0,5.0280000000000005,0.0,8,21,13
1.069,0.0,0.0,4.9590000000000005,0.0,8,21,14
0.029,0.0,0.0,3.875,0.0,8,21,15
0.035,0.0,0.0,2.8040000000000003,0.0,8,21,16
0.055999999999999994,0.0,0.0,1.282,0.0,8,21,17
0.11000000000000001,0.0,0.0,0.385,0.0,8,21,18
0.469,0.0,0.0,0.005,0.0,8,21,19
0.248,0.0,0.0,0.0,0.0,8,21,20
